id,timestamp,symbol,direction,quantity,size,price,fill_price,commission,pnl,realized_pnl
811c5e0b-5793-47eb-af6f-24821182275c,2025-04-30 19:39:50.171803,MINI,SELL,19.0,19.0,521.12,521.12,0.0,0.0,0.0
3c621952-f47f-4767-bd04-03a7a7e5f062,2025-04-30 19:39:50.173244,MINI,BUY,17.0,17.0,521.085,521.085,0.0,0.5949999999994589,0.5949999999994589
46a805d3-5ae1-4070-9399-058ade665e40,2025-04-30 19:39:50.174374,MINI,SELL,18.0,18.0,521.09,521.09,0.0,0.0,0.0
a5890ed1-c380-4a48-99e6-cf486f46545b,2025-04-30 19:39:50.175185,MINI,BUY,17.0,17.0,521.17,521.17,0.0,-1.3089999999980364,-1.3089999999980364
e2482a58-7564-427c-bef5-70c98ca913f3,2025-04-30 19:39:50.176232,MINI,SELL,18.0,18.0,521.08,521.08,0.0,0.0,0.0
97926530-c871-4368-8cd5-dd9d3212befe,2025-04-30 19:39:50.177372,MINI,BUY,17.0,17.0,521.145,521.145,0.0,-1.0734285714274847,-1.0734285714274847
daa7034d-548f-4a77-9a00-3483a97d5dc5,2025-04-30 19:39:50.178757,MINI,SELL,18.0,18.0,521.25,521.25,0.0,0.0,0.0
af7519b2-ead0-4843-bbad-86edbda2aedb,2025-04-30 19:39:50.179843,MINI,BUY,16.0,16.0,521.31,521.31,0.0,-1.449142857141851,-1.449142857141851
ed1d17dd-bdde-4c4e-9ead-ee5a854158db,2025-04-30 19:39:50.180968,MINI,SELL,18.0,18.0,521.3,521.3,0.0,0.0,0.0
64f38275-e3c1-43ca-8bdf-21d329d78cd6,2025-04-30 19:39:50.182037,MINI,BUY,16.0,16.0,521.3001,521.3001,0.0,-0.323885714286007,-0.323885714286007
8d7bd6a4-6bb8-4c60-862f-cc14b364233f,2025-04-30 19:39:50.183130,MINI,SELL,18.0,18.0,521.32,521.32,0.0,0.0,0.0
e8fcf675-fb1f-4ba9-a88e-feee858bcb9a,2025-04-30 19:39:50.185108,MINI,BUY,16.0,16.0,521.38,521.38,0.0,-1.1576263736260444,-1.1576263736260444
9bc7deb4-4bd9-4093-867f-d8fc7ad7d531,2025-04-30 19:39:50.186748,MINI,SELL,18.0,18.0,521.36,521.36,0.0,0.0,0.0
7ce5f497-1e9a-41a2-9de2-d2d7d77719b7,2025-04-30 19:39:50.187934,MINI,BUY,16.0,16.0,521.43,521.43,0.0,-1.4191522762939712,-1.4191522762939712
e06f64b8-7b42-4ce5-9f90-3cae6cdee196,2025-04-30 19:39:50.188932,MINI,SELL,17.0,17.0,521.3,521.3,0.0,0.0,0.0
c12421d4-8ec6-4ccd-bb6e-3dba06761d98,2025-04-30 19:39:50.190772,MINI,BUY,16.0,16.0,520.99,520.99,0.0,5.233454230497955,5.233454230497955
e0d78090-e143-4a81-9aef-19e6f47da4b9,2025-04-30 19:39:50.191859,MINI,SELL,17.0,17.0,520.8799,520.8799,0.0,0.0,0.0
6b2df62d-2f8a-4211-9ddd-316f4fe38a07,2025-04-30 19:39:50.192831,MINI,BUY,16.0,16.0,521.03,521.03,0.0,0.629590166548951,0.629590166548951
01f4d1c4-50ef-4119-a64a-e29aa67f5e47,2025-04-30 19:39:50.194006,MINI,SELL,17.0,17.0,521.06,521.06,0.0,0.0,0.0
b6b41ec7-c7e4-403a-9b56-b5ded3752772,2025-04-30 19:39:50.194946,MINI,BUY,16.0,16.0,521.06,521.06,0.0,0.06755684940981155,0.06755684940981155
dc00c6de-a5cd-4281-b8f3-7a42ec450733,2025-04-30 19:39:50.196145,MINI,SELL,17.0,17.0,521.01,521.01,0.0,0.0,0.0
b8fb16e3-ad3d-4b65-8b75-1e78ebdd3d59,2025-04-30 19:39:50.197224,MINI,BUY,15.0,15.0,521.14,521.14,0.0,-1.5687494314119022,-1.5687494314119022
bdca42d8-7148-470f-9e75-1b36a5ca3377,2025-04-30 19:39:50.198193,MINI,SELL,17.0,17.0,520.9599,520.9599,0.0,0.0,0.0
0810fb3b-89bc-4287-a3f2-830f507d67bd,2025-04-30 19:39:50.199319,MINI,BUY,15.0,15.0,521.09,521.09,0.0,-1.3851247157060698,-1.3851247157060698
e9afcd43-2b26-4129-a473-c4cdc0aa9e09,2025-04-30 19:39:50.201128,MINI,SELL,17.0,17.0,521.29,521.29,0.0,0.0,0.0
17d89c8e-8ac5-4128-956b-5b937b194c79,2025-04-30 19:39:50.202557,MINI,BUY,15.0,15.0,521.26,521.26,0.0,-1.8643713777322546,-1.8643713777322546
