id,timestamp,symbol,direction,quantity,size,price,fill_price,commission,pnl,realized_pnl
3fd026df-659b-469e-8e3e-a990559edd6c,2025-04-30 18:52:30.760593,MINI,SELL,19.0,19.0,521.12,521.12,0.0,0.0,0.0
8c28af07-6d09-4e9b-8b08-38e26c376290,2025-04-30 18:52:30.761831,MINI,BUY,17.0,17.0,521.085,521.085,0.0,0.5949999999994589,0.5949999999994589
8eab948d-e2af-4bce-8712-2efbd295170d,2025-04-30 18:52:30.762740,MINI,SELL,18.0,18.0,521.09,521.09,0.0,0.0,0.0
3047111f-c589-49c4-9c51-2045004d24e8,2025-04-30 18:52:30.763337,MINI,BUY,17.0,17.0,521.17,521.17,0.0,-1.3089999999980364,-1.3089999999980364
46df7978-4afe-4555-b3a8-fd4658eb9a09,2025-04-30 18:52:30.764150,MINI,SELL,18.0,18.0,521.08,521.08,0.0,0.0,0.0
4e79fe50-108b-4cf2-8434-df00ee35a655,2025-04-30 18:52:30.765081,MINI,BUY,17.0,17.0,521.145,521.145,0.0,-1.0734285714274847,-1.0734285714274847
ef6d767b-4db8-4ce1-9c07-6444312e2e0e,2025-04-30 18:52:30.766191,MINI,SELL,18.0,18.0,521.25,521.25,0.0,0.0,0.0
2ce65aee-a00c-4b25-a40b-44ea42b37ab2,2025-04-30 18:52:30.766895,MINI,BUY,16.0,16.0,521.31,521.31,0.0,-1.449142857141851,-1.449142857141851
ce32c024-0ad1-4ecc-afd4-6b4f91e29a16,2025-04-30 18:52:30.767796,MINI,SELL,18.0,18.0,521.3,521.3,0.0,0.0,0.0
fa06d278-37cb-478a-8f40-d852ee2d3deb,2025-04-30 18:52:30.768657,MINI,BUY,16.0,16.0,521.3001,521.3001,0.0,-0.323885714286007,-0.323885714286007
2b4f6952-814f-47bd-a77e-e25fcee66a80,2025-04-30 18:52:30.769468,MINI,SELL,18.0,18.0,521.32,521.32,0.0,0.0,0.0
97464245-8ac4-4bf4-a4ba-4e3df8d3bde1,2025-04-30 18:52:30.770130,MINI,BUY,16.0,16.0,521.38,521.38,0.0,-1.1576263736260444,-1.1576263736260444
d2b218e1-73ff-414b-acc7-38ea910ec14b,2025-04-30 18:52:30.771195,MINI,SELL,18.0,18.0,521.36,521.36,0.0,0.0,0.0
