id,timestamp,symbol,direction,quantity,size,price,fill_price,commission,pnl,realized_pnl
824b9519-6654-4532-a872-d2fb47adc4ca,2025-04-30 18:43:27.651195,MINI,SELL,19.0,19.0,521.12,521.12,0.0,0.0,0.0
1bb9a257-7ece-478b-a0cb-65531ed2a85f,2025-04-30 18:43:27.652439,MINI,BUY,17.0,17.0,521.085,521.085,0.0,0.5949999999994589,0.5949999999994589
059995d5-4bd0-423a-bf85-ae8b7607ca6a,2025-04-30 18:43:27.653361,MINI,SELL,18.0,18.0,521.09,521.09,0.0,0.0,0.0
9073c741-ed9a-4f62-b382-af15e1f245bc,2025-04-30 18:43:27.653972,MINI,BUY,17.0,17.0,521.17,521.17,0.0,-1.3089999999980364,-1.3089999999980364
aa2e9f14-9d7e-4b55-818f-a84adde61499,2025-04-30 18:43:27.654785,MINI,SELL,18.0,18.0,521.08,521.08,0.0,0.0,0.0
6d4a45a6-48ef-4ec4-84e2-17c673453a78,2025-04-30 18:43:27.655721,MINI,BUY,17.0,17.0,521.145,521.145,0.0,-1.0734285714274847,-1.0734285714274847
a43f26c3-d990-49a3-bb81-185c2d1f9331,2025-04-30 18:43:27.656834,MINI,SELL,18.0,18.0,521.25,521.25,0.0,0.0,0.0
93aa4e07-a11f-4a98-af79-eea67ec23e97,2025-04-30 18:43:27.657534,MINI,BUY,16.0,16.0,521.31,521.31,0.0,-1.449142857141851,-1.449142857141851
754c5d4f-690a-4423-81e5-ce2e92bd00fe,2025-04-30 18:43:27.658436,MINI,SELL,18.0,18.0,521.3,521.3,0.0,0.0,0.0
07321c30-c1cf-4eb1-94ea-7f33a39815b0,2025-04-30 18:43:27.659278,MINI,BUY,16.0,16.0,521.3001,521.3001,0.0,-0.323885714286007,-0.323885714286007
dd89120d-fddb-406a-ad24-d49668a5b5c8,2025-04-30 18:43:27.660092,MINI,SELL,18.0,18.0,521.32,521.32,0.0,0.0,0.0
a59e04b7-6034-457a-aa70-b426ef7d8b1b,2025-04-30 18:43:27.660696,MINI,BUY,16.0,16.0,521.38,521.38,0.0,-1.1576263736260444,-1.1576263736260444
c3a571a2-f1e9-4265-9407-86fa133798f2,2025-04-30 18:43:27.661567,MINI,SELL,18.0,18.0,521.36,521.36,0.0,0.0,0.0
74f3c560-2d0f-452a-8744-e27a64fd7c81,2025-04-30 18:43:27.662589,MINI,BUY,16.0,16.0,521.43,521.43,0.0,-1.4191522762939712,-1.4191522762939712
b1b483a3-1044-42fb-a4d9-c4a4f0e4641c,2025-04-30 18:43:27.663392,MINI,SELL,17.0,17.0,521.3,521.3,0.0,0.0,0.0
a5e699bd-dbb4-4529-8aa7-bae470995ca1,2025-04-30 18:43:27.664774,MINI,BUY,16.0,16.0,520.99,520.99,0.0,5.233454230497955,5.233454230497955
ac591c32-a9e7-44cb-b7a2-ac423201da9b,2025-04-30 18:43:27.665718,MINI,SELL,17.0,17.0,520.8799,520.8799,0.0,0.0,0.0
4944bf3d-ee97-4fe2-bc55-49828dfc0eca,2025-04-30 18:43:27.666458,MINI,BUY,16.0,16.0,521.03,521.03,0.0,0.629590166548951,0.629590166548951
561f4d50-3cdd-420e-8b9e-89c97cc97c28,2025-04-30 18:43:27.667431,MINI,SELL,17.0,17.0,521.06,521.06,0.0,0.0,0.0
733cbc85-fda4-4073-bc9f-621ce1279653,2025-04-30 18:43:27.668212,MINI,BUY,16.0,16.0,521.06,521.06,0.0,0.06755684940981155,0.06755684940981155
15c9478b-5a53-4373-b909-9d7f9fc93e7b,2025-04-30 18:43:27.669118,MINI,SELL,17.0,17.0,521.01,521.01,0.0,0.0,0.0
b2fe26bc-5e37-4e33-b7bf-068b82c1c07f,2025-04-30 18:43:27.669944,MINI,BUY,15.0,15.0,521.14,521.14,0.0,-1.5687494314119022,-1.5687494314119022
186b438c-92d2-46be-9c86-2682f950de1e,2025-04-30 18:43:27.670689,MINI,SELL,17.0,17.0,520.9599,520.9599,0.0,0.0,0.0
aa663bbf-c1f1-464d-b71c-4316343120ce,2025-04-30 18:43:27.671575,MINI,BUY,15.0,15.0,521.09,521.09,0.0,-1.3851247157060698,-1.3851247157060698
4e55fe23-a2f3-470b-93eb-283368e3e7af,2025-04-30 18:43:27.673180,MINI,SELL,17.0,17.0,521.29,521.29,0.0,0.0,0.0
