id,timestamp,symbol,direction,quantity,price,commission,pnl
553f0c7f-1479-48e9-bc9e-bbc685f0433d,2025-04-30 10:22:15.163072,GOOG,BUY,86,1160.6407326935034,116.06407326935035,0.0
2051dbec-0ec8-4cd3-b114-491a6f5d3639,2025-04-30 10:22:15.173819,GOOG,SELL,86,1404.2623922274527,140.42623922274527,20951.462719919633
3c271df2-bee8-4e00-ba55-fdbb5e3f0eca,2025-04-30 10:22:15.174547,AAPL,BUY,100,97.10400281217795,9.710400281217796,0.0
7390b16e-9093-4641-95ba-e2cdf76c7106,2025-04-30 10:22:15.174774,AAPL,BUY,100,97.10400281217795,9.710400281217796,0.0
0481c6fb-821c-4b3c-9ea5-49cdbe5ba127,2025-04-30 10:22:15.175409,AAPL,SELL,100,95.68705618117278,9.568705618117278,-141.69466310051746
d1e57b62-b5f7-4e03-a750-94f6f31e1b3c,2025-04-30 10:22:15.175636,AAPL,SELL,100,95.68705618117278,9.568705618117278,-141.69466310051746
bc419e25-a6e0-4575-9858-511ad5514ff2,2025-04-30 10:22:15.176197,GOOG,BUY,85,1410.4179479436004,141.04179479436004,0.0
62990e58-e043-4a84-9498-c75125767ab4,2025-04-30 10:22:15.188065,GOOG,SELL,85,1615.0007896520185,161.50007896520185,17389.541545215536
f3304660-fac8-49d6-bc9b-ef8ce7f869f2,2025-04-30 10:22:15.189617,GOOG,BUY,84,1622.4738496571692,162.24738496571692,0.0
22851518-0ca2-4f89-be92-8f52f92dc0b4,2025-04-30 10:22:15.201935,GOOG,SELL,84,1879.7329647852646,187.97329647852646,21609.76567076001
ce59f108-d348-4272-a18a-0e690cf43263,2025-04-30 10:22:15.203044,GOOG,BUY,83,1889.6090646638481,188.96090646638484,0.0
fed98fec-3697-47c6-aab3-68d84d31853e,2025-04-30 10:22:15.204140,AAPL,BUY,15,106.14957216616575,10.614957216616576,0.0
3da59fdc-5e71-4aa8-9c07-b3d72343f67f,2025-04-30 10:22:15.206294,AAPL,SELL,15,104.34745080752796,10.434745080752798,-27.031820379566867
57d04146-6621-4b52-901b-52dcfd9f957d,2025-04-30 10:22:15.210613,MSFT,BUY,15,103.34586517404524,10.334586517404524,0.0
0c2cdeb8-f02a-42a4-8388-81a479855be1,2025-04-30 10:22:15.212605,MSFT,SELL,15,101.95872798880727,10.195872798880728,-20.80705777856963
a87b12a6-ff26-4aff-a1dc-e770bf730f89,2025-04-30 10:22:15.213801,AAPL,BUY,15,103.45400193837379,10.34540019383738,0.0
bbd17624-46ce-4350-9adc-72aef57e8c4f,2025-04-30 10:22:15.216809,AAPL,SELL,15,101.05255888928868,10.105255888928868,-36.02164573627675
7e43765a-04c1-421d-8533-37b5baf30e0b,2025-04-30 10:22:15.217511,GOOG,SELL,83,2190.6408706856573,219.06408706856575,24985.63989981016
bd76d464-9f6c-4718-abe7-2fd603cd52eb,2025-04-30 10:22:15.219092,GOOG,BUY,83,2199.512410708425,219.95124107084249,0.0
e7421be5-516b-424c-ac99-58b3757f9639,2025-04-30 10:22:15.231649,GOOG,SELL,83,2449.2203094822808,244.9220309482281,20725.755598230044
6e6f19f3-ee48-41aa-978e-fd2075adafb4,2025-04-30 10:22:15.234005,GOOG,BUY,82,2457.506179195352,245.75061791953522,0.0
4c0a9c52-2a4a-4437-afcb-ea3d63cbf042,2025-04-30 10:22:15.235284,MSFT,BUY,17,96.59348369959882,9.659348369959883,0.0
02ba2876-3deb-44a7-8b65-abd720c804fa,2025-04-30 10:22:15.236759,MSFT,SELL,17,95.74187912816957,9.574187912816956,-14.47727771429723
9614a04a-3005-409b-9a2d-44f1b50ac3a2,2025-04-30 10:22:15.238391,AAPL,BUY,16,95.66699303015307,9.566699303015307,0.0
9b2861cd-c59b-44b7-ba2a-28e0c3758af4,2025-04-30 10:22:15.241851,AAPL,SELL,16,96.20853470833573,9.620853470833573,8.664666850922686
ed8b92e0-07b8-4e7d-8ec7-7c94e0203e26,2025-04-30 10:22:15.243191,AAPL,BUY,16,97.4814611559573,9.748146115595732,0.0
56bc7b16-4267-4e19-80dc-204c746a7aad,2025-04-30 10:22:15.245673,GOOG,SELL,82,2663.0814522601363,266.3081452260136,16857.1723913123
