id,timestamp,symbol,direction,quantity,size,price,fill_price,commission,pnl,realized_pnl
7a66bcc0-ea01-4f67-9a68-7dcc2c722c8b,2025-05-01 12:15:22.128841,MINI,SELL,100.0,100.0,520.59888,520.59888,52.059888,0.0,0.0
4626575d-dba6-4865-9ca9-8e976ad7f6b9,2025-05-01 12:15:22.129578,MINI,BUY,200.0,200.0,521.606085,521.606085,104.321217,-100.7204999999999,-100.7204999999999
1516fc44-0170-4ae1-9937-de0b769954ae,2025-05-01 12:15:22.130284,MINI,SELL,200.0,200.0,520.5689100000001,520.5689100000001,104.11378200000003,-103.71749999999338,-103.71749999999338
4dea8990-d47b-475c-abf3-7cb4429f7416,2025-05-01 12:15:22.130641,MINI,BUY,200.0,200.0,521.6911699999999,521.6911699999999,104.33823399999999,-112.22599999998693,-112.22599999998693
6e447fad-206b-422e-b101-fb9cba4d3177,2025-05-01 12:15:22.131132,MINI,SELL,200.0,200.0,520.5589200000001,520.5589200000001,104.11178400000001,-113.22499999998854,-113.22499999998854
f703801e-895b-4914-84b9-b019dab2a6ea,2025-05-01 12:15:22.131713,MINI,BUY,200.0,200.0,521.6661449999999,521.6661449999999,104.33322899999997,-110.72249999998576,-110.72249999998576
85dbd7dc-e0b0-4a34-b5fb-5a24062effa6,2025-05-01 12:15:22.132399,MINI,SELL,200.0,200.0,520.72875,520.72875,104.14575,-93.7394999999924,-93.7394999999924
41a7dfe3-c6ad-45e8-a8cd-6f5a9c4612e6,2025-05-01 12:15:22.132812,MINI,BUY,200.0,200.0,521.8313099999999,521.8313099999999,104.36626199999999,-110.25599999999258,-110.25599999999258
686239be-e2d6-4df4-9b32-8622c8194632,2025-05-01 12:15:22.133352,MINI,SELL,200.0,200.0,520.7787,520.7787,104.15574,-105.26099999999587,-105.26099999999587
f5b6f92d-bece-45a7-aa1d-b1037720df88,2025-05-01 12:15:22.133884,MINI,BUY,200.0,200.0,521.8214001,521.8214001,104.36428002000001,-104.27001000000473,-104.27001000000473
f9f5fe1d-cdbf-4147-8549-a44215ca9f08,2025-05-01 12:15:22.134360,MINI,SELL,200.0,200.0,520.7986800000001,520.7986800000001,104.15973600000002,-102.27200999999013,-102.27200999999013
478accb8-525e-44a3-b5a6-e4f25d28ae9b,2025-05-01 12:15:22.134713,MINI,BUY,200.0,200.0,521.9013799999999,521.9013799999999,104.38027599999998,-110.26999999997997,-110.26999999997997
