id,timestamp,symbol,direction,quantity,size,price,fill_price,commission,pnl,realized_pnl
342d2551-f974-47a1-a95f-213aac4209dc,2025-04-30 19:48:25.912399,MINI,SELL,19.0,19.0,521.12,521.12,0.0,0.0,0.0
e655a08b-5894-4e2f-9942-b62b4aa40f12,2025-04-30 19:48:25.913862,MINI,BUY,17.0,17.0,521.085,521.085,0.0,0.5949999999994589,0.5949999999994589
826eb6cd-7cfd-481d-99b3-ee89f72abc71,2025-04-30 19:48:25.914991,MINI,SELL,18.0,18.0,521.09,521.09,0.0,0.0,0.0
44b1374f-c216-477a-8da3-64c84a29c99d,2025-04-30 19:48:25.915781,MINI,BUY,17.0,17.0,521.17,521.17,0.0,-1.3089999999980364,-1.3089999999980364
a3e614ef-4e20-460a-9aef-ae4445d55f12,2025-04-30 19:48:25.916800,MINI,SELL,18.0,18.0,521.08,521.08,0.0,0.0,0.0
2798b2bf-6c90-494d-a89d-f8eedfa62a39,2025-04-30 19:48:25.917962,MINI,BUY,17.0,17.0,521.145,521.145,0.0,-1.0734285714274847,-1.0734285714274847
fc91fad3-1020-49a1-adaa-bd52ff35ebb4,2025-04-30 19:48:25.919288,MINI,SELL,18.0,18.0,521.25,521.25,0.0,0.0,0.0
e60099ff-053a-4944-b75b-dec8e80e7f32,2025-04-30 19:48:25.920177,MINI,BUY,16.0,16.0,521.31,521.31,0.0,-1.449142857141851,-1.449142857141851
28caac09-aad9-43f2-bbcc-7aeead34c9d1,2025-04-30 19:48:25.921282,MINI,SELL,18.0,18.0,521.3,521.3,0.0,0.0,0.0
274f2072-bb75-4b1f-a2fa-d03739d86298,2025-04-30 19:48:25.922352,MINI,BUY,16.0,16.0,521.3001,521.3001,0.0,-0.323885714286007,-0.323885714286007
59a54165-2480-4f33-b53a-b28c107f5d67,2025-04-30 19:48:25.923387,MINI,SELL,18.0,18.0,521.32,521.32,0.0,0.0,0.0
5bb2be07-21c4-4d19-989b-681e52c028dc,2025-04-30 19:48:25.924190,MINI,BUY,16.0,16.0,521.38,521.38,0.0,-1.1576263736260444,-1.1576263736260444
dfc80670-e272-4f10-877a-5c32333d6d5e,2025-04-30 19:48:25.925286,MINI,SELL,18.0,18.0,521.36,521.36,0.0,0.0,0.0
8f3a87cc-519d-407b-abc8-b8e2d998d02c,2025-04-30 19:48:25.926302,MINI,BUY,16.0,16.0,521.43,521.43,0.0,-1.4191522762939712,-1.4191522762939712
bcce19a0-1f61-4a69-ab9a-4ecb0423339e,2025-04-30 19:48:25.927261,MINI,SELL,17.0,17.0,521.3,521.3,0.0,0.0,0.0
7f54fa95-fb3b-43db-b18b-b55aebe52b7b,2025-04-30 19:48:25.928822,MINI,BUY,16.0,16.0,520.99,520.99,0.0,5.233454230497955,5.233454230497955
4989b50f-a3f5-4c8b-a0c6-f37eef9da011,2025-04-30 19:48:25.929891,MINI,SELL,17.0,17.0,520.8799,520.8799,0.0,0.0,0.0
8eac8a2b-4b8d-48b0-8739-39d3aee57c9e,2025-04-30 19:48:25.930822,MINI,BUY,16.0,16.0,521.03,521.03,0.0,0.629590166548951,0.629590166548951
442c5a00-88b9-494c-ab2b-6af60b51e540,2025-04-30 19:48:25.931973,MINI,SELL,17.0,17.0,521.06,521.06,0.0,0.0,0.0
c23bbaf7-1b85-4dc4-a289-b8211c00a1e7,2025-04-30 19:48:25.932910,MINI,BUY,16.0,16.0,521.06,521.06,0.0,0.06755684940981155,0.06755684940981155
5611a317-287d-4766-bb81-a0ea4f65c670,2025-04-30 19:48:25.934090,MINI,SELL,17.0,17.0,521.01,521.01,0.0,0.0,0.0
970b5de2-ea72-457a-912a-03c2d1695396,2025-04-30 19:48:25.935132,MINI,BUY,15.0,15.0,521.14,521.14,0.0,-1.5687494314119022,-1.5687494314119022
9c6eea8f-e32a-48c5-8c73-cb6d9e7c2dbe,2025-04-30 19:48:25.936076,MINI,SELL,17.0,17.0,520.9599,520.9599,0.0,0.0,0.0
b7637f17-b8fd-497d-9ed3-4a9bb5afa909,2025-04-30 19:48:25.937208,MINI,BUY,15.0,15.0,521.09,521.09,0.0,-1.3851247157060698,-1.3851247157060698
8edfca08-b1b8-4d08-9f96-e842c1237751,2025-04-30 19:48:25.939040,MINI,SELL,17.0,17.0,521.29,521.29,0.0,0.0,0.0
c04c360b-01f5-45ef-bc98-16564a187d08,2025-04-30 19:48:25.940475,MINI,BUY,15.0,15.0,521.26,521.26,0.0,-1.8643713777322546,-1.8643713777322546
7df4f89b-8e63-4315-9b14-26c70e0c5b85,2025-04-30 19:48:25.941612,MINI,SELL,17.0,17.0,521.19,521.19,0.0,0.0,0.0
6c662a6c-5a3e-448f-8374-32021518331b,2025-04-30 19:48:25.942993,MINI,BUY,15.0,15.0,521.29,521.29,0.0,-1.9500473403246588,-1.9500473403246588
88506045-61ee-46ec-bc32-d5d80445dcfa,2025-04-30 19:48:25.944057,MINI,SELL,16.0,16.0,521.1801,521.1801,0.0,0.0,0.0
abe0c8a9-e5e7-4a7b-aa58-1e67ef519ec2,2025-04-30 19:48:25.945024,MINI,BUY,15.0,15.0,521.285,521.285,0.0,-1.7513356109606093,-1.7513356109606093
396204ec-8f55-4ffb-8e26-bdf03e0daf48,2025-04-30 19:48:25.946577,MINI,SELL,16.0,16.0,521.28,521.28,0.0,0.0,0.0
342cf3c5-0708-4816-b6de-4aeb1bfc8c78,2025-04-30 19:48:25.947848,MINI,BUY,15.0,15.0,521.285,521.285,0.0,-1.0808013665763383,-1.0808013665763383
b5658292-4d9e-4976-805d-a2908fe4e899,2025-04-30 19:48:25.948945,MINI,SELL,16.0,16.0,521.23,521.23,0.0,0.0,0.0
9e0ffd4d-4251-4b18-b583-337ccb7f3675,2025-04-30 19:48:25.950306,MINI,BUY,15.0,15.0,521.23,521.23,0.0,-0.1559764430356836,-0.1559764430356836
5923d951-d635-4d27-9020-b038c867c5b8,2025-04-30 19:48:25.951333,MINI,SELL,16.0,16.0,521.15,521.15,0.0,0.0,0.0
aa6e08a2-6d01-4545-866a-d7b70e26869a,2025-04-30 19:48:25.952849,MINI,BUY,14.0,14.0,521.28,521.28,0.0,-1.216786389308254,-1.216786389308254
5297b083-285c-46cb-abfa-ef930386b64a,2025-04-30 19:48:25.954528,MINI,SELL,16.0,16.0,521.355,521.355,0.0,0.0,0.0
8570302d-aac6-4c88-94d0-310590e64bbd,2025-04-30 19:48:25.955593,MINI,BUY,14.0,14.0,521.3969,521.3969,0.0,-2.0291004295590938,-2.0291004295590938
abf5469a-7163-49c6-9ccf-11422aa0b6fa,2025-04-30 19:48:25.956782,MINI,SELL,16.0,16.0,521.3099,521.3099,0.0,0.0,0.0
6b1ec68c-628f-4f86-953c-8043fc476b4f,2025-04-30 19:48:25.958254,MINI,BUY,14.0,14.0,521.2085,521.2085,0.0,0.890621458984242,0.890621458984242
8256b931-54f8-4cde-908f-7e7f6f741cb9,2025-04-30 19:48:25.959259,MINI,SELL,15.0,15.0,521.195,521.195,0.0,0.0,0.0
